id,origin,book,details,character_count,word_count
2935,Canadian,Maclean (2nd edition) by Allan Donaldson,"Maclean (2nd edition) by Allan Donaldson: Twenty-five years after the Great War, John Maclean is still struggling to carve out a meaningful existence in his small New Brunswick hometown. One late ...",,
2936,Canadian,Madame Victoria by Catherine Leroux,"Madame Victoria by Catherine Leroux: In 2001, a woman's skeleton was found in the woods overlooking Montreal's Royal Victoria Hospital. Despite an audit of the hospital's patient records, a ...",,
2937,Canadian,Mad Cow by Alexis Kienlen,"Mad Cow by Alexis Kienlen: Told from two points of viewa mother and her daughterMad Cow examines farming life in small-town Alberta, a life fourteen-year-old Allyson wants only to ...",,
2938,Canadian,MaddAddam by Margaret Atwood,"MaddAddam by Margaret Atwood: LONGLISTED 2015 ; "" International IMPAC Dublin Literary Award Months after the Waterless Flood pandemic has wiped out most of humanity, Toby and Ren have ...",,
2939,Canadian,Madder Carmine by Tyler Enfield,"Madder Carmine by Tyler Enfield: crossover appeal for both teens and adults. WINNER, High Plains Book Award, Fall 2016 SELECTION, Moonbeam Award, Fall 2016""Madder Carmine is a masterpiece? ...",,
2940,Canadian,Made to be Broken by Kelley Armstrong,"Made to be Broken by Kelley Armstrong: Nadia Stafford isn't your typical nature lodge owner. An ex-cop with a legal code all her own, she's known only as ""Dee"" to her current employers: a ...",,
2942,Canadian,Mad Hope by Heather Birrell,"Mad Hope by Heather Birrell: In the stories of Mad Hope, Journey Prize winner Heather Birrell finds the heart of her characters and lets them lead us into worlds both recognizable and ...",,
2943,Canadian,"Madhouses in Heaven, Castles in Hell by J.J. Steinfeld","Madhouses in Heaven, Castles in Hell by J.J. Steinfeld: J. J. Steinfeld's sixteenth book Madhouses in Heaven, Castles in Hell is an eclectic mix of 30 stories embracing and exploring the themes and the ...",,
2944,Canadian,Mad Richard by Lesley Krueger,"Mad Richard by Lesley Krueger: A riveting story of talent and the price it exacts, set in a richly imagined Victorian EnglandCalled the most promising artist of his generation, handsome, ...",,
2945,Canadian,Mad River Road by Joy Fielding,"Mad River Road by Joy Fielding: After spending a year in prison, Ralph has explicit plans for his first night of freedom: tonight, someone will be held accountable. He goes to murderous ...",,
2946,Canadian,Mad Shadows by Marie-Claire Blais,"Mad Shadows by Marie-Claire Blais: A harrowing pathology of the soul, Mad Shadows centres on a family group: Patrice, the beautiful and narcissistic son; his ugly and malicious sister, ...",,
2947,Canadian,Madwoman of Bethlehem by Rosine Nimeh-Mailloux,"Madwoman of Bethlehem by Rosine Nimeh-Mailloux: It is 1957, Amal is an inmate of the ""Bethlehem Oasis for Troubled Women,"" having feigned insanity to avoid being put to death for the murder of her ...",,
2948,Canadian,Magnified World by Grace O'Connell,"Magnified World by Grace O'Connell: NATIONAL BESTSELLERA beautiful New Face of Fiction debut from a stunningly gifted young novelist about what it means to be a daughter, a patient, a lover and ...",,
2949,Canadian,"Magpie's Smile, A by Eugene Meese","Magpie's Smile, A by Eugene Meese: When the scalped remains of a Jane Doe are discovered within the rubble of a demolished house, Detective Jake Fry is assigned the task of hunting down ...",,
2950,Canadian,Mahihkan Lake by R.P. MacIntyre,"Mahihkan Lake by R.P. MacIntyre: Immediately before his tragic death, stuttering mechanic Dave visits his younger brother Denny with a note for their sister Dianne. ""D-don't r-read it. ...",,
2951,Canadian,Mahler's Lament by Deborah Kirshner,"Mahler's Lament by Deborah Kirshner: This novella is the story of Mahler's love affair with Marion Von Weber and an account of the first performance of 'The Titan', the original name of the ...",,
2952,Canadian,Mahoney's Camaro by Michael Clark,"Mahoney's Camaro by Michael Clark:  ;Racing to find a killer before he strikes again, an unlikely investigator is haunted by an even more unlikely source in this gripping crime novel""Clark ...",,
2953,Canadian,Mai at the Predators' Ball by Marie-Claire Blais,Mai at the Predators' Ball by Marie-Claire Blais: Winner of the Governor General's Literary Award: Translation. Shortlisted for the Cole Foundation Prize for Translation.Literary legend and four-time winner of ...,,
2954,Canadian,Maidenhead by Tamara Faith Berger,"Maidenhead by Tamara Faith Berger: Winner of the The Believer Book Award (2012)Shortlisted for the Trillium Book Award (2013)Myra, naive and curious, is on a family vacation to the southernmost ...",,
2955,Canadian,"Maiden, Mother, Crone by Gwen Benaway","Maiden, Mother, Crone by Gwen Benaway: Maiden, Mother, and Crone: Fantastical Trans Femmes is a new anthology of fantastical short fiction by trans women, curated by celebrated poet and author Gwen ...",,
2956,Canadian,Mail-Order Marriage & Husband by Inheritance by Margaret Way,"Mail-Order Marriage & Husband by Inheritance by Margaret Way: Mail-Order Marriage by Margaret WayAfter backbreaking years spent building up his Outback cattle station, Matthew Carlyle was ready for family life. With ...",,
2957,Canadian,Mail-Order Marriages by Jillian Hart,"Mail-Order Marriages by Jillian Hart: Three brides for three rugged men.Rocky Mountain Wedding by Jillian HartMelody Pennington fled to Montana for a new start as a mail-order bride. Gabe Brooks, ...",,
2958,Canadian,Maintenance by Rob Benvie,"Maintenance by Rob Benvie: It is the summer of 1999, and the Sweltham family leads an ordinary suburban existence. Former high school volleyball champ Parker crisscrosses the continent ...",,
2959,Canadian,Majestic by Peter Parkin,"Majestic by Peter Parkin: Several decades have passed since the Korean War. For one veteran, Willy Carson, the horrors live on. Compelled by a need to exorcise his demons, he has ...",,
2960,Canadian,Majestrum by Matthew Hughes,"Majestrum by Matthew Hughes: When Hapthorn is hired by Lord Afre to investigate the motives of his daughter's new companion, a young man of indeterminate circumstances, he takes the job ...",,
2961,Canadian,Makarska by Jim  Bartley,"Makarska by Jim  Bartley: Mirza has masqueraded as ""Mickey"" throughout his time in Canada but his own identity awaits him when he returns to spend a summer in Sarajevo with his father. ...",,
2962,Canadian,Makers by Cory Doctorow,"Makers by Cory Doctorow: Perry and Lester invent things: seashell robots that make toast, Boogie Woogie Elmo dolls that drive cars. They also invent entirely new economic systems. When ...",,
2963,Canadian,Making it Home by Alison DeLory,"Making it Home by Alison DeLory: Tinker Gordon doesn't want anything to change. He thinks that if he holds on tightly enough, his family, his tiny Cape Breton Island community, his very world ...",,
2964,Canadian,Malabarista by Garry Ryan,"Malabarista by Garry Ryan: Garry Ryan follows up Smoked with his most revelatory Detective Lane adventure yet. Under investigation by the Calgary Police Department, Lane finds himself ...",,
2965,Canadian,Malagash by Joey Comeau,"Malagash by Joey Comeau: A precisely crafted, darkly humorous portrait of a family in mourningSunday's father is dying of cancer. They've come home to Malagash, on the north shore ...",,
2966,Canadian,Malarky by Anakana Schofield,"Malarky by Anakana Schofield: SHORTLISTED FOR THE AMAZON.CA FIRST NOVEL AWARD A NEW STATESMAN READ-ALL-ABOUT-IT SELECTION FOR 2012 A BARNES and NOBLE DISCOVER GREAT NEW WRITERS PICK, 2012 A ...",,
2967,Canadian,MaleCoDe by Gary Chittenden,MaleCoDe by Gary Chittenden: A mid-sized company in Canada is about to launch a new product that will revolutionize birth control. A megalomaniac is convinced that his way to stop ...,,
2968,Canadian,Maleficium by Martine Desjardins,"Maleficium by Martine Desjardins: Martine Desjardins delivers to readers of Maleficium the unexpurgated revelations of Vicar Jerome Savoie, a heretic priest in nineteenth-century Montreal. ...",,
2969,Canadian,Mama's Boy by David Goudreault,"Mama's Boy by David Goudreault: Winner of the 2016 Grand Prix litteraire ArchambaultWritten with gritty humour in the form of a confession, Mama's Boy recounts the family drama of a young ...",,
2970,Canadian,Mama's Boy Behind Bars by David Goudreault,"Mama's Boy Behind Bars by David Goudreault: Now I've killed another person. I'm a serial killer. Sure, two people is hardly serial, but it's a good start. I'm still young. Who knows where opportunities ...",,
2971,Canadian,MÃ£n by Kim ThÃºy,"MÃ£n by Kim ThÃºy: Following on the Giller Prize-nominated and Governor General's Literary Award-winning success of Ru, Kim ThÃºy's latest novel is a triumph of poetic beauty ...",,
2972,Canadian,Man and Other Natural Disasters by Nerys Parry,"Man and Other Natural Disasters by Nerys Parry: Simon Peters, a bookbinder full of theories on everything from heart-broken shrimp to the consciousness of DNA, is hiding from his horrific past in the ...",,
2973,Canadian,Man and the Woman by Helen McLean,"Man and the Woman by Helen McLean: In 1946, a Canadian girl arrives in war-scarred London to study art at the Slade School. At the same time, Bonnard  the elderly French artist whose work ...",,
2974,Canadian,Mandeville by William Godwin,"Mandeville by William Godwin: William Godwin's Mandeville was described as his best novel by Percy Shelley, who sent a copy to Lord Byron, and it was immediately recognized by its other ...",,
2975,Canadian,Man Facing West by Don Gayton,"Man Facing West by Don Gayton: Man Facing West presents a collection of fiction and nonfiction, sewn together with traces of autobiography. This collection is part of Don Gayton's ongoing ...",,
2976,Canadian,Manhunter by Loreth Anne White,Manhunter by Loreth Anne White: Sergeant Gabriel Caruso arrived in the remote Yukon wilderness with one goal: to erase all memories of the serial killer who had ruined his life. But he soon ...,,
2977,Canadian,Man In The Shadows by Gordon Henderson,"Man In The Shadows by Gordon Henderson: In 1867, three British colonies became the four provinces of the new Dominion of Canada. Among the Fathers of Confederation was D'Arcy McGee, a fiery former ...",,
2978,Canadian,Manitowapow by Niigaanwewidam James Sinclair,"Manitowapow by Niigaanwewidam James Sinclair: This anthology of Aboriginal writings from Manitoba takes readers back through the millennia and forward to the present day, painting a dynamic picture of a ...",,
2979,Canadian,Mantis Dreams by Adam Pottle,"Mantis Dreams by Adam Pottle: ""Mantis Dreams: The Journal of Dr. Dexter Ripley"" is a crackling, searing satire that ridicules both political correctness and the restrictive world of ...",,
2980,Canadian,"Man Who Filmed Nessie, The by Angus Dinsdale","Man Who Filmed Nessie, The by Angus Dinsdale: The story of the dedicated family man who left his successful career as an aeronautical engineer to search for proof of the existence of the Loch Ness Monster. ...",,
2981,Canadian,"Man Who Killed, The by Fraser Nixon","Man Who Killed, The by Fraser Nixon: A rye-soaked neo-noir novel about a small-time crook on a crime spree through Prohibition era Montreal. Montreal, 1926. Mick is down on his luck until an old ...",,
2982,Canadian,"Man Who Remembered the Moon, The by David Hull","Man Who Remembered the Moon, The by David Hull: A mesmerizing novella about perception and longing...He says it's gone. They say it never existed. Daniel Hale is The Man Who Remembered the Moon. ...",,
2983,Canadian,"Man Who Was No One, The by Hugh Graham","Man Who Was No One, The by Hugh Graham: The crowd is howling blood. Awaiting death on the scaffold he wonders what he could possibly have done wrong. Has he been misunderstood as a religious fanatic? ...",,
